지점,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
108,2015-06-26 0:00,21,0.5,2,50,84,20.8,18.1,989.8,999.6,,,,,10,6,StNs,8,1700,,1,21.5,22.3,24,24.9,24.1
108,2015-06-26 1:00,20.8,0.5,3.5,50,85,20.8,18.1,988.2,998,,,,,10,6,StNs,8,1300,,1,21.1,21.9,23.7,24.6,24
108,2015-06-26 2:00,19.7,2,3.9,70,88,20.1,17.6,987.4,997.2,,,,,10,7,StNs,8,500,,1901,20.2,21.2,23.3,24.4,23.9
108,2015-06-26 3:00,18.6,3.5,5,50,91,19.4,17,986.8,996.6,,,,,10,8,StNs,8,600,1,1901,19.4,20.4,22.8,24.1,23.8
108,2015-06-26 4:00,18.1,0.5,4.8,50,91,18.9,16.6,985.5,995.3,,,,,10,7,StNs,8,900,,1901,19.1,20,22.3,23.7,23.6
108,2015-06-26 5:00,18.1,3.5,4.7,50,96,19.9,17.4,985.7,995.5,,,,,10,7,StNs,8,600,,1901,19,19.7,21.9,23.4,23.5
108,2015-06-26 6:00,18.1,1,4,70,98,20.2,17.7,985.3,995.1,0,0.04,,,10,7,StNs,8,800,,1901,19.2,19.8,21.6,23.1,23.3
108,2015-06-26 7:00,18.3,0,1.6,20,97,20.4,17.8,986.1,995.9,0,0.09,,,10,6,StNs,8,900,,1901,19.8,20,21.5,22.8,23.1
108,2015-06-26 8:00,18.7,1,2.5,50,97,20.9,18.2,986.1,995.9,0,0.21,,,10,6,StNs,8,600,,1901,20.7,20.4,21.4,22.7,23
108,2015-06-26 9:00,19.1,0.5,4,50,92,20.2,17.7,985.9,995.7,0,0.47,,,10,4,ScAs,10,900,1,1901,22.3,21.2,21.6,22.6,22.8
108,2015-06-26 10:00,19.4,0,4.9,50,86,19.2,16.9,986.4,996.2,0,0.98,,,10,4,ScAs,10,1200,,1901,23.1,22.4,22,22.6,22.8
108,2015-06-26 11:00,20.2,0,3.1,50,81,19.1,16.8,986.8,996.6,0,0.91,,,10,5,ScAs,10,1300,,1,24,22.9,22.4,22.7,22.7
108,2015-06-26 12:00,21,0,2.2,20,77,19.1,16.8,987.1,996.9,0,0.8,,,10,5,ScAs,10,1200,,1,25.2,23.5,22.6,22.8,22.7
108,2015-06-26 13:00,22.4,0,3.6,50,67,18.1,15.9,986.9,996.6,0,1.44,,,10,4,ScAs,10,2000,,1,29.2,25.5,23.1,22.9,22.6
108,2015-06-26 14:00,23.4,,4.2,50,63,18.1,15.9,987,996.6,0,1.52,,,9,2,ScAs,10,2000,,,28.2,26.4,23.8,23.2,22.7
108,2015-06-26 15:00,24.5,,4.1,50,58,17.7,15.6,987.4,997,0,1.12,,,10,8,ScAs,10,2000,1,,27.5,26.6,24.3,23.4,22.7
108,2015-06-26 16:00,24.6,,5,50,56,17.3,15.2,987.3,996.9,0,0.99,,,9,8,ScAs,10,2000,,,26.2,26.2,24.6,23.7,22.8
108,2015-06-26 17:00,25.1,,3.2,50,57,18.1,15.9,988.1,997.7,0.3,1.07,,,9,9,Sc,10,2000,,,26.4,26.5,24.7,23.9,22.8
108,2015-06-26 18:00,23.9,,3.4,360,60,17.7,15.6,988.9,998.5,0,0.41,,,9,9,Sc,10,2000,,,24.2,25,24.7,24.1,22.9
108,2015-06-26 19:00,23,,1.9,360,62,17.4,15.3,989.5,999.2,0,0.23,,,,,,,2000,,,23,24,24.3,24.1,23
108,2015-06-26 20:00,22.3,,2.2,360,64,17.2,15.1,990.5,1000.2,0,0.09,,,,,,,2000,,,21.9,23,23.9,24,23
108,2015-06-26 21:00,21.9,,1.9,20,65,17,15,991.8,1001.6,,,,,9,9,Sc,10,2000,1,,21.3,22.4,23.5,23.9,23
108,2015-06-26 22:00,21.9,,1.8,20,61,16,14,993,1002.8,,,,,,,,,2000,,,20.8,22,23.1,23.7,23
108,2015-06-26 23:00,21.5,,2.7,50,64,16.3,14.3,993.5,1003.3,,,,,,,,,2000,,,20.2,21.5,22.8,23.5,23
108,2015-06-27 0:00,21.1,,1.9,20,65,16.2,14.2,993.8,1003.6,,,,,9,9,Sc,10,2000,,,19.9,21,22.5,23.3,22.9
108,2015-06-27 1:00,21,,2.4,50,66,16.3,14.3,993.6,1003.4,,,,,,,,,2000,,,20,21,22.2,23.1,22.9
108,2015-06-27 2:00,20.9,,3.2,50,67,16.5,14.5,993.4,1003.2,,,,,,,,,2000,,,19.7,20.8,22,23,22.8
108,2015-06-27 3:00,20.4,,1.9,70,68,16.2,14.2,993.6,1003.5,,,,,6,6,Sc,10,2000,1,,18.9,20.4,21.8,22.8,22.7
108,2015-06-27 4:00,20,,1.8,20,72,16.7,14.7,994,1003.9,,,,,7,7,Sc,10,2000,,,18.9,19.9,21.5,22.6,22.6
108,2015-06-27 5:00,19.5,,2.1,50,74,16.7,14.7,994.4,1004.2,,,,,4,4,Sc,10,2000,,,18.3,19.5,21.2,22.4,22.5
108,2015-06-27 6:00,19.3,,1.7,70,74,16.5,14.5,995.1,1005,0,0.05,,,5,5,Sc,10,2000,,,18.8,19.3,21,22.3,22.4
108,2015-06-27 7:00,20.2,,2.1,70,70,16.5,14.5,995.6,1005.5,0.4,0.27,,,2,2,Sc,10,2000,,,19.3,20,20.9,22.1,22.3
108,2015-06-27 8:00,23,,3.4,70,59,16.5,14.5,995.8,1005.5,1,1.14,,,2,2,Sc,10,2000,,,25.5,23.9,21.3,22.1,22.3
108,2015-06-27 9:00,24.5,,3.2,70,54,16.5,14.5,996.1,1005.8,1,1.74,,,2,2,Ac,32,2000,1,,29.7,26.4,22.1,22.1,22.2
108,2015-06-27 10:00,25.8,,2.2,50,51,16.8,14.8,996.5,1006.2,1,2.22,,,4,2,ScAc,10,2000,,,34,29.6,23.3,22.4,22.2
108,2015-06-27 11:00,26.9,,3.2,50,49,17.3,15.2,996.4,1006,1,2.79,,,3,2,CuScAc,9,2000,,,35.5,32.3,24.8,22.8,22.2
108,2015-06-27 12:00,27.8,,3,90,47,17.5,15.4,996.6,1006.2,1,3,,,5,5,CuSc,9,2000,,,37.9,33.1,26.3,23.4,22.3
108,2015-06-27 13:00,28.4,,2.6,70,42,16.2,14.2,996.2,1005.8,1,3.14,,,5,5,Cu,9,2000,,,39.5,34.5,27.6,24.2,22.4
108,2015-06-27 14:00,29.6,,3.4,50,40,16.5,14.5,995.8,1005.3,1,2.99,,,6,6,Cu,9,2000,,,39.2,34.9,28.7,25,22.7
108,2015-06-27 15:00,30.1,,2.6,50,39,16.6,14.6,995.7,1005.3,1,2.92,,,5,5,Cu,9,2000,0,,38.4,35,29.5,25.8,23
108,2015-06-27 16:00,31,,2,50,37,16.5,14.5,995.6,1005.1,1,2.43,,,4,4,Cu,9,2000,,,36.7,33.5,29.9,26.4,23.3
108,2015-06-27 17:00,30.5,,2.3,70,36,15.7,13.7,995.7,1005.2,1,1.72,,,3,3,CuSc,9,2000,,,30.7,31.6,29.9,26.9,23.6
108,2015-06-27 18:00,30,,1.9,90,37,15.7,13.7,995.8,1005.4,1,1.2,,,2,2,CuSc,9,2000,,,27.2,29.8,29.4,27.2,23.9
108,2015-06-27 19:00,28.6,,2.6,70,42,16.4,14.4,996.3,1005.9,0.6,0.44,,,,,,,2000,,,25.2,27.7,28.5,27.2,24.2
108,2015-06-27 20:00,27.3,,1.1,20,49,17.7,15.6,996.9,1006.5,0.6,0.12,,,,,,,2000,,,24.2,26,27.4,26.9,24.3
108,2015-06-27 21:00,25.8,,2.1,20,53,17.5,15.4,997.5,1007.2,,,,,0,0,,,2000,0,,23.1,24.5,26.6,26.6,24.4
108,2015-06-27 22:00,25.1,,0.5,360,55,17.5,15.4,998.2,1007.9,,,,,,,,,2000,,,22.4,23.7,25.7,26.2,24.4
108,2015-06-27 23:00,24.3,,1,290,66,20,17.5,998.1,1007.8,,,,,,,,,2000,,,21.8,23.1,25,25.7,24.3
108,2015-06-28 0:00,23.7,,0.3,0,70,20.4,17.8,998.3,1008,,,,,0,0,,,2000,,,21.3,22.5,24.5,25.3,24.3
108,2015-06-28 1:00,23,,0.5,360,67,18.8,16.5,998.3,1008.1,,,,,,,,,2000,,,20.9,21.9,24.1,25,24.2
108,2015-06-28 2:00,22.4,,0.3,0,69,18.6,16.4,998.4,1008.2,,,,,,,,,2000,,,20.5,21.5,23.6,24.7,24
108,2015-06-28 3:00,21.7,,1.7,50,71,18.4,16.2,998.5,1008.3,,,,,0,0,,,2000,0,,20.2,21.1,23.3,24.4,23.9
108,2015-06-28 4:00,21.4,,0.1,0,68,17.3,15.2,998.9,1008.8,,,,,0,0,,,2000,,,20.3,21,22.9,24.1,23.8
108,2015-06-28 5:00,21.6,,2.7,200,80,20.5,17.9,999.2,1009.1,,,,,0,0,,,2000,,,20,21,22.7,23.9,23.6
108,2015-06-28 6:00,21,,2.1,270,82,20.4,17.8,999.5,1009.4,0,0.08,,,0,0,,,1600,,,20.1,20.9,22.5,23.6,23.5
108,2015-06-28 7:00,21.9,,0.9,90,73,19.1,16.8,999.9,1009.7,1,0.44,,,0,0,,,1500,,,22,21.7,22.4,23.5,23.5
108,2015-06-28 8:00,23.8,,1.3,70,67,19.6,17.2,1000,1009.7,1,1.02,,,0,0,,,1200,,,27.2,25.4,22.8,23.4,23.3
108,2015-06-28 9:00,25.5,,1.5,50,61,19.9,17.4,999.9,1009.6,1,1.6,,,0,0,,,1200,0,,31.4,28.4,23.6,23.4,23.3
108,2015-06-28 10:00,26.8,,1.9,270,55,19.2,16.9,999.9,1009.6,1,2.1,,,2,2,Sc,10,1800,,,35.3,31.6,24.8,23.7,23.2
108,2015-06-28 11:00,28.1,,2.9,270,54,20.5,17.9,1000,1009.6,1,2.49,,,2,2,Sc,10,1900,,,37.7,33.5,26.4,24.1,23.2
108,2015-06-28 12:00,29.3,,3.3,270,49,19.9,17.4,999.8,1009.4,1,2.76,,,2,2,Sc,10,2000,,,39.4,34.5,27.7,24.8,23.3
108,2015-06-28 13:00,29.8,,3.5,320,44,18.4,16.2,999.3,1008.9,1,2.76,,,3,3,Sc,10,2000,,,40.4,35.2,28.8,25.4,23.4
108,2015-06-28 14:00,31,,4.1,230,48,21.4,18.6,998.8,1008.4,1,2.68,,,4,4,Sc,10,2000,,,40.8,35.8,29.7,26.2,23.6
108,2015-06-28 15:00,30.1,,4.7,250,53,22.5,19.4,998.4,1008,1,2.03,,,3,3,Sc,10,2000,0,,38.3,34.7,30.2,26.8,23.9
108,2015-06-28 16:00,30.4,,4.4,250,49,21.2,18.4,998.6,1008.2,1,2.2,,,3,3,Sc,10,2000,,,36.7,33.9,30.5,27.3,24.2
108,2015-06-28 17:00,30,,4.2,250,49,20.8,18.1,998.8,1008.4,1,1.55,,,4,0,Ci,,2000,,,32.4,32.1,30.4,27.6,24.5
108,2015-06-28 18:00,28.3,,4.6,270,52,19.9,17.4,998.6,1008.2,1,1,,,4,0,Ci,,2000,,,28.7,29.9,29.9,27.8,24.7
108,2015-06-28 19:00,26.6,,4.7,290,57,19.7,17.3,998.9,1008.6,1,0.5,,,,,,,2000,,,26.3,28,29,27.8,24.8
108,2015-06-28 20:00,24.7,,3.9,290,61,18.9,16.6,999.2,1008.9,0,0.11,,,,,,,2000,,,24.2,25.9,28,27.5,24.9
108,2015-06-28 21:00,24.2,,3.4,250,60,18.1,15.9,999.7,1009.4,,,,,7,0,Ci,,2000,0,,23.3,24.9,27,27.1,25
108,2015-06-28 22:00,23.8,,2.1,270,60,17.6,15.5,999.9,1009.6,,,,,,,,,2000,,,22.6,24.1,26.3,26.8,24.9
108,2015-06-28 23:00,23.6,,2.8,250,64,18.5,16.3,1000.2,1010,,,,,,,,,2000,,,22,23.6,25.6,26.3,24.9
108,2015-06-29 0:00,23.3,,2.1,290,66,18.8,16.5,1000.2,1010,,,,,8,0,Ci,,2000,,,22,23.2,25,26,24.8
108,2015-06-29 1:00,22.9,,1.7,290,68,18.9,16.6,999.7,1009.5,,,,,,,,,2000,,,21.5,22.9,24.7,25.6,24.7
108,2015-06-29 2:00,22.7,,2.3,290,70,19.2,16.9,999.6,1009.4,,,,,,,,,2000,,,21.3,22.6,24.3,25.2,24.6
108,2015-06-29 3:00,22.2,,1.6,270,76,20.2,17.7,999,1008.8,,,,,5,1,AcCi,32,2000,0,,20.9,22.2,24,25,24.5
108,2015-06-29 4:00,21.8,,2.2,270,78,20.2,17.7,999,1008.8,,,,,1,0,Ci,,2000,,,20.5,21.7,23.7,24.8,24.4
108,2015-06-29 5:00,21.4,,0.8,290,82,20.8,18.1,998.7,1008.6,,,,,3,0,Ci,,2000,,,20.2,21.3,23.4,24.5,24.2
108,2015-06-29 6:00,21.3,,1.7,270,82,20.6,18,998.9,1008.8,0,0.09,,,7,4,AcCi,32,1900,,,20.8,21.3,23.1,24.3,24.1
108,2015-06-29 7:00,22.4,,0.9,270,74,20,17.5,998.8,1008.6,1,0.61,,,7,7,Ac,32,1900,,,24.1,23.2,23.1,24.1,24
108,2015-06-29 8:00,23.4,,1.3,250,67,19.2,16.9,998.9,1008.7,0.5,0.76,,,3,0,Ci,,1900,,,27.6,25.3,23.5,24,23.9
108,2015-06-29 9:00,25.6,,2.4,230,58,19,16.7,998.7,1008.4,1,1.65,,,2,0,Ci,,2000,0,,32.6,29.5,24.3,24,23.8
108,2015-06-29 10:00,26.9,,3.3,250,56,19.7,17.3,998.5,1008.2,1,2.14,,,3,0,Ci,,1900,,,36,32,25.5,24.3,23.8
108,2015-06-29 11:00,27.6,,3.4,270,52,19.1,16.8,998.1,1007.7,1,2.25,,,3,3,Sc,10,1900,,,36.6,32.7,26.9,24.7,23.8
108,2015-06-29 12:00,29.1,,3.2,250,50,20.1,17.6,997.3,1006.9,1,2.82,,,5,3,AcCi,32,2000,,,42.4,35.9,28.2,25.3,23.8
108,2015-06-29 13:00,30.1,,2.6,250,44,18.8,16.5,996.9,1006.5,1,2.7,,,7,5,AcCi,32,2000,,,42.4,36.4,29.6,26,24
108,2015-06-29 14:00,30.1,,3.3,290,44,18.8,16.5,996,1005.6,1,2.53,,,8,3,ScCi,10,2000,,,42.5,36.3,30.5,26.8,24.2
108,2015-06-29 15:00,30.3,,3.6,250,44,18.9,16.6,995.4,1004.9,0.9,2.11,,,8,6,AcCi,32,2000,0,,40.3,35.5,31.1,27.4,24.4
108,2015-06-29 16:00,29.1,,4.6,290,47,18.9,16.6,995.2,1004.7,1,1.63,,,7,0,Ci,,1900,,,37.9,33.2,31.1,27.9,24.7
108,2015-06-29 17:00,29.3,,4.8,250,44,17.8,15.7,994.9,1004.4,1,1.69,,,8,3,AcCi,32,2000,,,34.1,32.7,31,28.3,24.9
108,2015-06-29 18:00,28.4,,3.7,270,52,20,17.5,994.8,1004.4,0.8,1.05,,,8,6,AcCi,32,2000,,,31.1,31.3,30.6,28.4,25.2
108,2015-06-29 19:00,26.9,,3.9,270,56,19.7,17.3,995,1004.6,0.1,0.39,,,,,,,2000,,,28.5,29.2,29.9,28.5,25.4
108,2015-06-29 20:00,25.6,,4.5,250,64,20.9,18.2,995.5,1005.2,0.1,0.08,,,,,,,2000,,,26.5,27.6,29.1,28.3,25.6
108,2015-06-29 21:00,24.7,,4.5,270,59,18.3,16.1,995.6,1005.3,,,,,9,9,Ac,32,2000,0,,25.1,26.3,28.2,28,25.7
108,2015-06-29 22:00,24.3,,2.6,270,64,19.4,17,995.5,1005.2,,,,,,,,,2000,,,24.5,25.6,27.4,27.6,25.7
108,2015-06-29 23:00,24,,3.3,270,66,19.6,17.2,995.4,1005.1,,,,,,,,,2000,,,24,25.1,26.9,27.3,25.6
108,2015-06-30 0:00,23.6,0,0.7,230,73,21.2,18.4,994.3,1004,,,,,10,4,ScAs,10,2000,,1,23.7,24.7,26.3,26.9,25.5
108,2015-06-30 1:00,23.2,0,1.3,290,71,20.1,17.6,994.1,1003.8,,,,,10,3,ScAs,10,2000,,1,23.2,24.1,25.9,26.6,25.4
108,2015-06-30 2:00,23,,2.6,270,71,19.9,17.4,994,1003.7,,,,,,,,,2000,,,22.8,23.9,25.5,26.3,25.3
108,2015-06-30 3:00,22.8,,1,270,76,21,18.3,993.4,1003.1,,,,,10,1,ScAs,10,2000,1,,22.7,23.7,25.1,26,25.1
108,2015-06-30 4:00,22.6,,0.8,320,77,21,18.3,993.2,1002.9,,,,,9,2,ScAs,10,1400,,,22.6,23.5,24.8,25.8,25
108,2015-06-30 5:00,22.5,,1,270,80,21.7,18.8,992.7,1002.4,,,,,10,1,ScAs,10,900,,19,22.5,23.3,24.7,25.5,24.9
108,2015-06-30 6:00,22.4,,2.2,270,78,21,18.3,992.7,1002.4,0,0.06,,,8,1,ScAcCi,10,700,,19,22.5,23.3,24.5,25.2,24.8
108,2015-06-30 7:00,22.8,,1.5,270,78,21.6,18.7,992.3,1002,0,0.31,,,9,3,ScAcCi,10,900,,19,23.9,23.9,24.4,25.1,24.7
108,2015-06-30 8:00,23.8,,0.9,320,75,22,19,991.8,1001.5,0.6,0.64,,,9,4,ScAcCi,10,900,,19,26.1,25.5,24.6,25,24.6
108,2015-06-30 9:00,24.4,,1.2,290,72,22,19,991.3,1000.9,0,0.61,,,8,4,ScAcCi,10,900,1,19,26.7,26.1,24.9,25,24.6
108,2015-06-30 10:00,26.1,,1.3,270,62,20.9,18.2,990.8,1000.4,0.7,1.15,,,7,4,ScAcCi,10,1300,,19,29.8,28.6,25.5,25,24.5
108,2015-06-30 11:00,26.8,,1.9,270,60,21,18.3,990.3,999.9,0.3,1.05,,,7,4,ScAcCi,10,1400,,,31.1,29,26.1,25.2,24.5
108,2015-06-30 12:00,28.1,,1.6,70,53,20.1,17.6,989.5,999,0.7,1.51,,,8,5,ScAcCi,10,1500,,,35.9,30.9,26.8,25.5,24.5
108,2015-06-30 13:00,28.9,,1.6,70,50,19.9,17.4,988.7,998.2,0.3,1.27,,,8,4,ScAc,10,1700,,,35,31.4,27.5,25.9,24.5
108,2015-06-30 14:00,28.2,,2.6,250,50,19,16.7,987.9,997.4,0.2,0.78,,,9,2,ScAc,10,1900,,,29.9,30.1,28,26.2,24.6
108,2015-06-30 15:00,27.2,,1.6,360,56,20.1,17.6,986.7,996.2,0,0.23,,,9,1,ScAcCi,10,2000,0,,27.9,28.1,27.7,26.5,24.7
108,2015-06-30 16:00,26.7,,2.8,340,57,19.9,17.4,986.1,995.7,0,0.23,,,10,1,ScAs,10,1400,,,27.3,27.1,27.2,26.5,24.7
108,2015-06-30 17:00,25.9,,4.3,340,60,20,17.5,985.6,995.2,0,0.44,,,10,4,ScAs,10,1400,,,27.6,26.8,26.8,26.4,24.7
108,2015-06-30 18:00,25.8,0,2,320,60,19.9,17.4,985.3,994.9,0,0.19,,,10,6,ScAs,10,1100,,1,25.5,26.1,26.6,26.3,24.8
108,2015-06-30 19:00,23.7,1,2.7,200,86,25.2,21.2,986.1,995.7,0,0,,,10,7,StNs,10,600,,1901,24,24.9,26.1,26.2,24.8
108,2015-06-30 20:00,22.2,1.5,1.8,160,87,23.2,19.9,986.3,996,0,0.02,,,10,7,StNs,8,700,,1901,23,24,25.6,25.9,24.7
108,2015-06-30 21:00,22,0,2,110,81,21.3,18.5,985.8,995.5,,,,,10,6,ScAs,10,800,1,1901,22.6,23.3,25,25.7,24.7
108,2015-06-30 22:00,22.2,,1.4,230,84,22.4,19.3,985.7,995.4,,,,,,,,,800,,19,22.7,23.2,24.7,25.4,24.6
108,2015-06-30 23:00,22.3,,0.5,200,86,23.1,19.8,985.5,995.2,,,,,,,,,600,,19,22.8,23.2,24.4,25.1,24.6
108,2015-07-01 0:00,22.2,0,0.5,180,84,22.4,19.3,985.2,994.9,,,,,10,7,ScAs,10,600,,1901,22.6,23.2,24.3,24.9,24.5
108,2015-07-01 1:00,22.1,0.5,1.9,200,84,22.2,19.2,984.6,994.3,,,,,10,6,ScAs,10,500,,1901,22.3,23,24.1,24.8,24.4
108,2015-07-01 2:00,21.9,,0.8,230,83,21.7,18.8,984,993.7,,,,,,,,,600,,19,22,22.7,23.9,24.7,24.3
108,2015-07-01 3:00,21.8,,2,230,84,21.8,18.9,983.4,993.1,,,,,10,3,ScAs,10,600,1,19,22,22.6,23.7,24.5,24.2
108,2015-07-01 4:00,21.7,,2.7,250,88,22.8,19.6,983.3,993,,,,,8,6,ScAc,10,700,,19,21.6,22.5,23.6,24.4,24.1
108,2015-07-01 5:00,21.4,,3.1,270,85,21.6,18.7,983.4,993.1,,,,,8,8,Sc,10,800,,19,21.4,22.1,23.4,24.2,24
108,2015-07-01 6:00,21,,3.8,270,84,20.8,18.1,984.1,993.8,0,0.05,,,9,9,Sc,10,900,,19,21.3,21.8,23.1,24.1,23.9
108,2015-07-01 7:00,21.1,,2.1,270,82,20.4,17.8,984.2,993.9,0,0.21,,,9,9,Sc,10,900,,19,22.1,22.2,23,23.9,23.8
108,2015-07-01 8:00,22.2,,2.3,270,75,20,17.5,984.9,994.6,0.5,0.69,,,9,9,Sc,10,900,,19,25.3,24.1,23.2,23.9,23.8
108,2015-07-01 9:00,23.3,,3.7,320,68,19.4,17,984.7,994.3,0.8,1.28,,,4,4,Sc,10,1700,1,19,30.3,26.5,23.7,23.9,23.7
108,2015-07-01 10:00,24.2,,3.6,320,63,19,16.7,984.8,994.4,0.9,1.61,,,4,4,Sc,10,1800,,,29.7,28.3,24.5,24,23.7
108,2015-07-01 11:00,25.7,,3.6,270,49,16.1,14.1,985,994.6,1,2.39,,,2,2,Sc,10,2000,,,35.9,31,25.5,24.3,23.7
108,2015-07-01 12:00,26.8,,3.5,270,41,14.4,12.4,985,994.5,1,2.95,,,1,1,Sc,10,2000,,,37.8,33,26.9,24.7,23.7
108,2015-07-01 13:00,27.3,,5.4,250,48,17.4,15.3,985,994.5,1,2.47,,,2,2,Sc,10,2000,,,37.6,33,28,25.2,23.8
108,2015-07-01 14:00,27.9,,4.8,250,44,16.5,14.5,985,994.5,1,2.73,,,1,1,Sc,10,2000,,,38.7,33.9,28.7,26,24
108,2015-07-01 15:00,27.7,,5.6,250,46,17,15,985.2,994.7,1,2.62,,,0,0,,,1900,1,,38.3,33.4,29.5,26.5,24.2
108,2015-07-01 16:00,27,,7.3,250,46,16.3,14.3,985.6,995.1,1,2.27,,,0,0,,,2000,,,35.4,32.2,29.9,27,24.4
108,2015-07-01 17:00,26.7,,7.1,250,42,14.7,12.7,985.6,995.2,1,1.77,,,0,0,,,2000,,,30.1,30.3,29.8,27.4,24.6
108,2015-07-01 18:00,25.9,,4.9,250,53,17.6,15.5,986.1,995.7,1,1.19,,,1,1,Sc,10,2000,,,27,28.5,29.3,27.6,24.8
108,2015-07-01 19:00,24.5,,6,250,60,18.4,16.2,986.7,996.3,1,0.62,,,,,,,2000,,,25.3,26.7,28.3,27.6,24.9
108,2015-07-01 20:00,23.1,,5.4,230,70,19.7,17.3,987.6,997.3,0.5,0.18,,,,,,,1800,,,23.7,25.4,27.4,27.3,25
108,2015-07-01 21:00,22.1,,4.9,270,75,19.9,17.4,988.4,998.1,,,,,4,4,Sc,10,1200,1,,22.4,24,26.6,26.9,25
108,2015-07-01 22:00,21.6,,3.4,250,79,20.2,17.7,989.1,998.9,,,,,,,,,1100,,,21.4,23.1,25.8,26.5,25
108,2015-07-01 23:00,21.3,,3.1,270,79,20,17.5,989.4,999.2,,,,,,,,,1200,,,20.9,22.5,25,26.1,24.9
108,2015-07-02 0:00,21.3,,3.3,250,79,20,17.5,989.4,999.2,,,,,6,6,Sc,10,1000,,,21,22.1,24.6,25.7,24.8
108,2015-07-02 1:00,21.3,,4,250,78,19.7,17.3,989.6,999.4,,,,,,,,,1000,,,21.2,22.2,24.2,25.3,24.7
108,2015-07-02 2:00,21.3,,3.8,250,79,20,17.5,989.6,999.4,,,,,,,,,1000,,,21.1,22.3,23.9,25,24.6
108,2015-07-02 3:00,20.8,,4.1,200,83,20.2,17.7,989.7,999.5,,,,,8,8,Sc,10,1000,1,,20.9,22,23.7,24.8,24.5
108,2015-07-02 4:00,20.6,,2.9,200,85,20.5,17.9,989.9,999.7,,,,,8,8,Sc,10,700,,19,20.6,21.8,23.5,24.6,24.4
108,2015-07-02 5:00,20.5,,3.6,200,85,20.4,17.8,990,999.8,,,,,6,6,Sc,10,700,,19,20.2,21.3,23.3,24.4,24.3
108,2015-07-02 6:00,20.4,,1.9,230,85,20.2,17.7,990.1,999.9,0,0.07,,,3,3,Sc,10,600,,19,20.4,21.2,23,24.2,24.1
108,2015-07-02 7:00,21,,4.2,200,81,20.1,17.6,990.6,1000.4,0.1,0.34,,,5,5,Sc,10,600,,19,22,22.1,22.9,24,24
108,2015-07-02 8:00,22.1,,4.1,230,75,19.9,17.4,991,1000.7,0.7,0.68,,,5,5,Sc,10,800,,19,24.9,24,23.1,23.9,23.9
108,2015-07-02 9:00,22.8,,4.6,200,71,19.6,17.2,991.3,1001,0.6,0.94,,,6,6,Sc,10,900,1,4019,26.6,25.7,23.6,23.9,23.8
108,2015-07-02 10:00,24.2,,3.5,200,60,18.1,15.9,991.3,1000.9,1,1.77,,,7,7,Sc,10,900,,40,32.8,29,24.4,24.1,23.8
108,2015-07-02 11:00,25.3,,3.8,230,59,19,16.7,991.4,1001.1,1,2.06,,,7,7,Sc,10,1400,,40,32.8,31.4,25.7,24.3,23.8
108,2015-07-02 12:00,25.8,,5.6,230,52,17.2,15.1,991.1,1000.7,0.5,1.35,,,7,7,Sc,10,1800,,,34.3,30.2,26.4,24.8,23.8
108,2015-07-02 13:00,27.6,,4.5,230,40,14.7,12.7,991,1000.6,1,2.68,,,6,6,Sc,10,2000,,,41.3,33.8,27.4,25.1,23.9
108,2015-07-02 14:00,28.4,,4.8,230,37,14.2,12.2,990.3,999.8,1,2.45,,,4,4,Sc,10,2000,,,43.4,34.9,28.6,25.8,24
108,2015-07-02 15:00,28.7,,6.1,250,32,12.5,10.3,990.4,999.9,1,2.6,,,3,1,ScAc,10,2000,0,,42.1,35.5,29.9,26.5,24.2
108,2015-07-02 16:00,29,,5.7,250,32,12.8,10.6,990.7,1000.2,1,2.37,,,5,5,CuSc,8,2000,,,40.1,34.6,30.6,27.1,24.4
108,2015-07-02 17:00,28,,5.1,230,29,10.9,8.2,990.7,1000.2,1,1.52,,,2,2,Sc,10,2000,,,32.9,32.1,30.7,27.7,24.7
108,2015-07-02 18:00,27.2,,4.4,250,33,11.9,9.5,990.8,1000.4,1,1.11,,,1,1,Sc,10,2000,,,29,30.2,30.2,28,24.8
108,2015-07-02 19:00,26.2,,3.7,270,46,15.6,13.6,991.4,1001,1,0.56,,,,,,,2000,,,27,28.2,29.2,28,25.1
108,2015-07-02 20:00,24,,4.9,250,68,20.2,17.7,992,1001.7,0.2,0.13,,,,,,,1300,,,24.8,26.2,28.3,27.7,25.2
108,2015-07-02 21:00,22.7,,4.4,290,78,21.4,18.6,992.6,1002.3,,,,,4,4,Sc,10,600,0,19,23.6,24.9,27.3,27.4,25.3
108,2015-07-02 22:00,22.2,,3.3,290,80,21.3,18.5,993.3,1003.1,,,,,,,,,500,,19,22.6,23.9,26.5,27,25.2
108,2015-07-02 23:00,21.7,,2.5,270,85,22,19,993.4,1003.2,,,,,,,,,400,,19,21.8,23.2,25.8,26.6,25.2
108,2015-07-03 0:00,21.5,,2.5,290,82,20.9,18.2,993.8,1003.6,,,,,5,5,Sc,10,400,,19,21.2,22.6,25.1,26.2,25
